count,班级,学号,学科,第一次成绩,第二次成绩,第三次成绩,第四次成绩,第五次成绩
719,902,14558,1,75,108,73,92,80
720,902,14557,17,62,73,68,66,59
721,902,14557,8,67,70,83,79,71
722,902,14557,7,67,74,59,68,71
723,902,14557,6,80,72,80,66,78
724,902,14557,5,71,82,74,79,90
725,902,14557,4,77,85,89,81,93
726,902,14557,3,83.5,115,82,124.5,80
727,902,14557,2,86,109,88,127,95
728,902,14557,1,73,104,70,99,74
729,902,14545,17,73,84,72,75,71
730,902,14545,8,67,79,84,79,71
731,902,14545,7,67,80,72,78,71
732,902,14545,6,86,60,81,78,92
733,902,14545,5,69,72,62,79,77
734,902,14545,4,78,79,75,69,98
735,902,14545,3,82.5,121.5,88,130.5,85
736,902,14545,2,76,98,72,108,86
737,902,14545,1,70,112,86,99,76
738,902,14544,17,61,65,65,54,64
739,902,14544,8,67,77,80,80,71
740,902,14544,7,67,77,70,80,71
741,902,14544,6,73,64,72,74,82
742,902,14544,5,63,58,62,70,70
743,902,14544,4,64,70,90,69,93
744,902,14544,3,80.5,113.5,84,123.5,82
745,902,14544,2,69,110,83,103,88
746,902,14544,1,68,90,75,98,78
747,902,14537,17,85,83,87,74,73
748,902,14537,8,67,77,84,88,71
749,902,14537,7,67,79,75,84,71
750,902,14537,6,83,59,77,69,92
751,902,14537,5,74,85,87,77,92
752,902,14537,4,86,84,89,71,93
753,902,14537,3,84.5,119.5,90,124.5,86
754,902,14537,2,83,123,87,114,92
755,902,14537,1,76,113,83,106,89
756,903,14863,17,79,76,74,68,79
757,903,14863,8,60,65,80,85,84
758,903,14863,7,67,82,82,93,71
759,903,14863,6,79,55,71,78,84
760,903,14863,5,69,71,50,74,78
761,903,14863,4,84,76,94,66,92
762,903,14863,3,84,114,84,123,79
763,903,14863,2,77,97,75,96,79
764,903,14863,1,80,103,82,100,84
765,903,14859,17,69,60,56,62,76
766,903,14859,8,67,57,72,76,75
767,903,14859,7,67,74,76,84,71
768,903,14859,6,64,61,67,77,89
769,903,14859,5,59,69,74,88,88
770,903,14859,4,76,72,73,70,85
771,903,14859,3,82.5,116,81,125.5,82
772,903,14859,2,57,123,77,102,72
773,903,14859,1,66,109,88,94,77
774,903,14857,17,67,75,73,61,80
775,903,14857,8,67,78,78,67,71
776,903,14857,7,67,62,62,84,71
777,903,14857,6,82,67,83,80,75
778,903,14857,5,70,79,60,84,75
779,903,14857,4,73,76,99,67,90
780,903,14857,3,72,109,73,118,77
781,903,14857,2,70,113,79,115,95
782,903,14857,1,72,111,81,99,78
783,903,14856,17,77,83,71,65,68
784,903,14856,8,67,65,78,81,71
785,903,14856,7,77,66,77,76,81
786,903,14856,6,67,40,54,73,83
787,903,14856,5,58,63,56,67,74
788,903,14856,4,58,72,63,80,71
789,903,14856,3,72,121.5,76,116.5,75
790,903,14856,2,64,103,77,94,81
791,903,14856,1,66,95,75,97,69
792,903,14801,17,69,71,61,68,67
793,903,14801,8,62,56,48,69,77
794,903,14801,7,67,54,64,73,71
795,903,14801,6,78,41,55,63,72
796,903,14801,5,67,49,66,71,71
797,903,14801,4,64,80,67,60,90
798,903,14801,3,82,109,75,124,63
799,903,14801,2,66,81,71,97,89
800,903,14801,1,63,91,60,99,72
801,903,14800,17,71,67,77,67,81
802,903,14800,8,67,80,78,71,71
803,903,14800,7,67,61,68,90,71
804,903,14800,6,86,67,89,83,87
805,903,14800,5,86,82,89,70,65
806,903,14800,4,88,85,84,87,97
807,903,14800,3,87.5,118.5,84,125.5,74
808,903,14800,2,83,110,92,134,94
809,903,14800,1,78,101,77,107,80
810,903,14791,17,72,73,71,68,66
811,903,14791,8,67,77,80,82,71
812,903,14791,7,67,69,75,73,71
813,903,14791,6,88,73,86,92,94
814,903,14791,5,64,55,89,86,77
815,903,14791,4,82,78,79,72,95
816,903,14791,3,80.5,120,79,127.5,80
817,903,14791,2,81,117,87,115,78
818,903,14791,1,69,114,80,94,82
819,903,14786,17,79,72,77,71,73
820,903,14786,8,67,73,74,78,71
821,903,14786,7,67,76,79,79,71
822,903,14786,6,82,65,79,83,89
823,903,14786,5,81,91,93,90,84
824,903,14786,4,76,90,91,85,98
825,903,14786,3,77,118,88,126.5,82
826,903,14786,2,85,102,79,113,99
827,903,14786,1,76,116,83,88,83
828,903,14783,17,71,74,76,74,71
829,903,14783,8,67,71,88,82,71
830,903,14783,7,67,73,66,75,71
831,903,14783,6,90,70,87,84,86
832,903,14783,5,75,70,76,90,92
833,903,14783,4,81,81,90,78,95
834,903,14783,3,79.5,115.5,84,127.5,85
835,903,14783,2,79,111,91,115,82
836,903,14783,1,62,110,76,96,81
837,903,14767,17,61,80,74,76,72
838,903,14767,8,59,56,78,82,85
839,903,14767,7,67,68,80,80,71
840,903,14767,6,83,83,93,82,82
841,903,14767,5,67,77,67,70,71
842,903,14767,4,82,82,91,77,84
843,903,14767,3,76,118,71,124,78
844,903,14767,2,79,106,75,106,74
845,903,14767,1,68,114,85,106,73
846,903,14762,17,77,70,79,82,68
847,903,14762,8,67,71,81,76,71
848,903,14762,7,67,66,79,90,71
849,903,14762,6,76,63,82,91,75
850,903,14762,5,81,70,75,87,90
851,903,14762,4,75,75,87,77,90
852,903,14762,3,64.5,100.5,80,118.5,75
853,903,14762,2,83,113,95,129,86
854,903,14762,1,75,104,86,101,82
855,903,14760,17,84,74,88,74,77
856,903,14760,8,67,81,80,86,71
857,903,14760,7,67,90,79,84,71
858,903,14760,6,78,66,82,85,83
859,903,14760,5,72,74,82,86,82
860,903,14760,4,84,91,96,88,98
861,903,14760,3,87.5,113,86,130.5,82
862,903,14760,2,90,112,83,119,100
863,903,14760,1,77,105,76,103,76
864,903,14753,17,69,74,82,66,78
865,903,14753,8,67,90,82,87,71
866,903,14753,7,71,90,76,87,93
867,903,14753,6,86,72,84,85,87
868,903,14753,5,88,89,86,87,94
869,903,14753,4,100,91,100,92,91
870,903,14753,3,80.5,115.5,91,128.5,80
871,903,14753,2,95,133,100,147,100
872,903,14753,1,67,106,81,109,81
873,903,14743,17,74,63,53,62,76
874,903,14743,8,75,69,79,84,82
875,903,14743,7,67,71,72,71,71
876,903,14743,6,79,60,73,90,76
877,903,14743,5,67,86,77,73,71
878,903,14743,4,86,80,87,63,95
879,903,14743,3,73,101.5,69,122,65
880,903,14743,2,72,101,63,116,76
881,903,14743,1,65,98,47,75,68
882,903,14736,17,80,75,78,74,78
883,903,14736,8,67,85,84,84,71
884,903,14736,7,87,96,94,80,92
885,903,14736,6,84,58,87,83,81
886,903,14736,5,67,87,75,81,71
887,903,14736,4,80,71,89,60,91
888,903,14736,3,86,119,73,125.5,82
889,903,14736,2,89,93,79,93,88
890,903,14736,1,77,102,87,100,82
891,903,14716,17,77,71,74,76,71
892,903,14716,8,67,81,86,74,71
893,903,14716,7,72,79,77,86,71
894,903,14716,6,58,65,79,88,71
895,903,14716,5,67,60,79,66,71
896,903,14716,4,79,78,64,81,71
897,903,14716,3,123,82,125,87,100
898,903,14716,2,105,74,86,66,101
899,903,14716,1,105,82,94,83,104
900,903,14715,17,74,71,87,79,74
901,903,14715,8,80,66,82,82,91
902,903,14715,7,67,81,80,87,71
903,903,14715,6,88,77,87,87,90
904,903,14715,5,78,90,91,92,78
905,903,14715,4,86,87,91,78,97
906,903,14715,3,88.5,120.5,85,128,90
907,903,14715,2,87,118,79,128,91
908,903,14715,1,76,110,79,111,81
909,903,14712,17,76,72,49,74,63
910,903,14712,8,67,76,74,79,71
911,903,14712,7,67,55,63,70,71
912,903,14712,6,77,64,58,78,77
913,903,14712,5,67,59,65,52,71
914,903,14712,4,70,79,71,84,91
915,903,14712,3,75,111,73,116.5,66
916,903,14712,2,78,98,83,113,80
917,903,14712,1,69,105,75,95,60
918,903,14707,17,87,77,79,73,78
919,903,14707,8,80,67,85,91,89
920,903,14707,7,67,79,75,89,71
921,903,14707,6,73,68,84,82,80
922,903,14707,5,69,75,68,81,72
923,903,14707,4,77,75,81,74,85
924,903,14707,3,82,111.5,77,117.5,69
925,903,14707,2,88,103,84,117,82
926,903,14707,1,69,100,71,94,87
927,903,14703,17,81,68,89,74,82
928,903,14703,8,67,80,89,80,71
929,903,14703,7,67,83,76,88,71
930,903,14703,6,80,75,80,85,98
931,903,14703,5,77,79,65,84,81
932,903,14703,4,76,90,96,83,100
933,903,14703,3,78,120,85,123,89
934,903,14703,2,85,111,81,120,89
935,903,14703,1,73,116,86,99,81
936,903,14701,17,73,68,67,64,69
937,903,14701,8,67,85,91,83,71
938,903,14701,7,67,68,79,84,71
939,903,14701,6,96,77,84,92,95
940,903,14701,5,70,81,79,87,82
941,903,14701,4,81,79,94,88,92
942,903,14701,3,85,119,84,129.5,90
943,903,14701,2,69,108,61,108,86
944,903,14701,1,76,117,92,97,72
945,903,14693,17,64,71,56,69,74
946,903,14693,8,67,62,81,84,77
947,903,14693,7,67,65,64,81,71
948,903,14693,6,74,65,76,80,80
949,903,14693,5,72,84,89,93,94
950,903,14693,4,73,86,90,70,95
951,903,14693,3,79.5,117,81,122.5,73
952,903,14693,2,87,129,88,119,81
953,903,14693,1,71,101,73,90,75
954,903,14671,17,87,80,81,71,80
955,903,14671,8,67,87,79,93,71
956,903,14671,7,67,73,80,84,71
957,903,14671,6,90,78,97,87,95
958,903,14671,5,78,82,89,95,92
959,903,14671,4,95,98,96,80,97
960,903,14671,3,89.5,129.5,91,134,92
961,903,14671,2,73,127,89,130,97
962,903,14671,1,71,111,72,105,81
963,903,14659,17,87,80,75,65,74
964,903,14659,8,67,85,82,82,71
965,903,14659,7,67,74,78,81,71
966,903,14659,6,82,63,94,83,89
967,903,14659,5,90,88,86,82,89
968,903,14659,4,87,96,89,85,97
969,903,14659,3,88.5,122,87,131,85
970,903,14659,2,95,116,89,131,93
971,903,14659,1,67,110,73,105,84
972,903,14647,17,74,78,80,70,77
973,903,14647,8,67,76,77,74,71
974,903,14647,7,67,76,79,94,71
975,903,14647,6,85,78,80,85,94
976,903,14647,5,76,57,90,92,78
977,903,14647,4,81,70,87,57,97
978,903,14647,3,83.5,127,85,126,87
979,903,14647,2,76,111,76,106,93
980,903,14647,1,76,111,92,107,83
981,903,14636,17,57,64,68,57,67
982,903,14636,8,67,76,81,76,71
983,903,14636,7,67,75,74,89,71
984,903,14636,6,73,70,69,75,87
985,903,14636,5,81,91,73,78,68
986,903,14636,4,78,99,96,76,86
987,903,14636,3,68,123,76,128.5,76
988,903,14636,2,78,134,85,119,77
989,903,14636,1,60,114,74,100,78
990,903,14630,17,76,64,54,71,75
991,903,14630,8,67,72,81,75,71
992,903,14630,7,67,58,75,88,71
993,903,14630,6,78,56,68,81,89
994,903,14630,5,57,48,56,81,79
995,903,14630,4,68,66,80,74,87
996,903,14630,3,69,119.5,70,118.5,78
997,903,14630,2,62,113,75,74,76
998,903,14630,1,77,118,76,98,79
999,903,14627,17,74,63,59,56,58
1000,903,14627,8,61,64,82,82,81
1001,903,14627,7,67,66,68,78,71
1002,903,14627,6,84,53,88,76,91
1003,903,14627,5,64,62,67,83,80
1004,903,14627,4,90,82,86,64,94
1005,903,14627,3,77.5,112,88,122.5,80
1006,903,14627,2,87,117,100,109,93
1007,903,14627,1,67,104,82,101,74
1008,903,14626,17,45,51,39,40,60
1009,903,14626,8,67,59,62,65,71
1010,903,14626,7,67,41,40,62,71
1011,903,14626,6,79,55,63,69,83
1012,903,14626,5,67,45,54,61,71
1013,903,14626,4,76,76,69,81,88
1014,903,14626,3,56.5,97,56,105,56
1015,903,14626,2,79,108,74,129,83
1016,903,14626,1,64,92,68,87,63
1017,903,14625,17,64,68,57,58,70
1018,903,14625,8,67,77,80,82,71
1019,903,14625,7,67,50,62,78,71
1020,903,14625,6,88,73,79,78,89
1021,903,14625,5,78,65,75,84,73
1022,903,14625,4,88,88,93,80,94
1023,903,14625,3,74,110.5,79,121,80
1024,903,14625,2,81,93,84,118,72
1025,903,14625,1,66,104,67,99,72
1026,903,14622,17,79,89,83,70,81
1027,903,14622,8,67,78,85,87,71
1028,903,14622,7,83,89,78,85,90
1029,903,14622,6,88,66,86,82,88
1030,903,14622,5,80,91,74,86,79
1031,903,14622,4,75,88,96,76,93
1032,903,14622,3,81,110.5,79,110,71
1033,903,14622,2,79,111,72,122,92
1034,903,14622,1,75,115,74,92,80
1035,903,14616,17,86,80,74,70,73
1036,903,14616,8,67,69,84,70,71
1037,903,14616,7,67,64,72,79,71
1038,903,14616,6,90,63,85,85,92
1039,903,14616,5,79,76,70,80,83
1040,903,14616,4,86,84,89,75,98
1041,903,14616,3,85,109.5,80,118,81
1042,903,14616,2,90,107,78,135,96
1043,903,14616,1,70,96,76,97,72
1044,903,14612,17,71,71,76,75,66
1045,903,14612,8,67,89,78,83,71
1046,903,14612,7,67,81,66,80,71
1047,903,14612,6,85,69,82,92,87
1048,903,14612,5,81,87,91,96,74
1049,903,14612,4,83,86,98,84,92
1050,903,14612,3,77.5,115.5,80,126,84
1051,903,14612,2,82,114,97,128,94
1052,903,14612,1,65,106,74,93,74
1053,903,14591,17,67,63,72,61,69
1054,903,14591,8,67,69,82,81,71
1055,903,14591,7,67,72,67,84,71
1056,903,14591,6,78,66,75,87,90
1057,903,14591,5,65,77,78,88,74
1058,903,14591,4,90,80,92,74,85
1059,903,14591,3,87.5,119.5,84,128,80
1060,903,14591,2,73,95,88,110,90
1061,903,14591,1,65,108,87,99,71
1062,903,14589,17,85,77,86,83,83
1063,903,14589,8,67,81,91,92,71
1064,903,14589,7,67,72,74,89,71
1065,903,14589,6,87,83,89,87,95
1066,903,14589,5,80,83,79,84,73
1067,903,14589,4,77,85,88,81,98
1068,903,14589,3,85.5,116,87,119.5,89
1069,903,14589,2,79,109,69,121,91
1070,903,14589,1,74,110,86,99,79
1071,903,14569,17,82,85,81,76,78
1072,903,14569,8,62,81,86,84,71
1073,903,14569,7,65,94,78,81,99
1074,903,14569,6,73,51,74,66,86
1075,903,14569,5,67,61,77,70,71
1076,903,14569,4,81,88,61,92,71
1077,903,14569,3,85,127,83,117,86
1078,903,14569,2,74,100,80,113,73
1079,903,14569,1,72,106,79,100,89
1080,903,14554,17,67,67,71,69,74
1081,903,14554,8,67,85,77,81,71
1082,903,14554,7,67,67,78,80,71
1083,903,14554,6,89,60,90,79,91
1084,903,14554,5,63,78,61,77,70
1085,903,14554,4,84,83,91,70,96
1086,903,14554,3,65.5,111,62,121,72
1087,903,14554,2,71,106,80,107,96
1088,903,14554,1,67,94,79,90,71
1089,903,14546,17,67,70,71,67,67
1090,903,14546,2,67,72,66,68,71
1091,903,14546,1,67,71,67,72,78
1092,903,14542,17,75,77,72,69,81
1093,903,14542,8,59,60,74,85,82
1094,903,14542,7,67,74,74,86,71
1095,903,14542,6,81,65,67,67,77
1096,903,14542,5,67,61,71,63,71
1097,903,14542,4,77,76,96,67,98
1098,903,14542,3,85,125,82,123,83
1099,903,14542,2,88,113,64,110,91
1100,903,14542,1,75,114,82,116,79
1101,904,15008,17,64,60,50,55,57
1102,904,15008,8,67,63,73,71,71
1103,904,15008,7,67,62,66,73,71
1104,904,15008,6,69,67,69,76,77
1105,904,15008,5,58,58,42,77,68
1106,904,15008,4,60,59,60,54,82
1107,904,15008,3,64,107,73,125,70
1108,904,15008,2,65,114,67,107,72
1109,904,15008,1,62,107,69,95,72
1110,904,15006,17,70,73,53,61,67
1111,904,15006,8,59,50,58,79,69
1112,904,15006,7,67,56,64,68,71
1113,904,15006,6,77,56,76,73,75
1114,904,15006,5,63,77,62,75,73
1115,904,15006,4,67,75,50,84,71
1116,904,15006,3,77,115.5,75,119,83
1117,904,15006,2,84,104,86,96,87
1118,904,15006,1,76,106,68,90,73
1119,904,15005,17,58,48,42,44,46
1120,904,15005,8,39,36,52,55,50
1121,904,15005,7,67,42,50,55,71
1122,904,15005,6,63,35,52,67,80
1123,904,15005,5,67,56,57,65,71
1124,904,15005,4,67,81,43,79,71
1125,904,15005,3,60,97.5,69,113,68
1126,904,15005,2,66,101,65,97,69
1127,904,15005,1,52,75,67,74,49
1128,904,14880,17,42,62,63,53,64
1129,904,14880,8,67,61,48,64,71
1130,904,14880,7,67,61,62,68,71
1131,904,14880,6,67,55,65,70,80
1132,904,14880,5,62,70,63,69,46
1133,904,14880,4,62,78,70,59,76
1134,904,14880,3,76.5,105,78,123.5,74
1135,904,14880,2,58,117,67,97,82
1136,904,14880,1,65,108,76,98,76
1137,904,14875,17,80,75,77,68,76
1138,904,14875,8,67,76,74,82,71
1139,904,14875,7,67,78,69,83,71
1140,904,14875,6,87,68,93,81,91
1141,904,14875,5,65,70,66,76,73
1142,904,14875,4,86,74,72,58,73
1143,904,14875,3,87.5,113.5,82,121.5,88
1144,904,14875,2,86,104,81,87,83
1145,904,14875,1,71,109,79,107,80
1146,904,14874,17,56,73,67,61,72
1147,904,14874,8,48,75,78,73,71
1148,904,14874,7,67,59,70,83,71
1149,904,14874,6,71,58,67,68,80
1150,904,14874,5,67,68,62,82,76
1151,904,14874,4,63,65,71,66,94
1152,904,14874,3,75.5,105.5,70,109.5,63
1153,904,14874,2,52,96,83,88,78
1154,904,14874,1,61,91,78,91,72
1155,904,14869,17,53,58,57,52,63
1156,904,14869,8,67,63,77,70,71
1157,904,14869,7,67,66,68,58,71
1158,904,14869,6,75,62,87,78,82
1159,904,14869,5,62,62,57,78,75
1160,904,14869,4,72,75,74,63,95
1161,904,14869,3,77.5,120,76,124,80
1162,904,14869,2,83,101,67,118,75
1163,904,14869,1,64,97,81,91,77
1164,904,14848,17,51,75,52,55,63
1165,904,14848,8,64,60,65,76,80
1166,904,14848,7,67,60,60,74,71
1167,904,14848,6,62,62,61,60,73
1168,904,14848,5,63,71,69,81,65
1169,904,14848,4,64,66,67,67,78
1170,904,14848,3,73.5,110,75,117,73
1171,904,14848,2,62,100,76,91,84
1172,904,14848,1,55,96,74,89,66
1173,904,14837,17,73,58,56,65,65
1174,904,14837,8,61,56,55,74,60
1175,904,14837,7,67,49,53,77,71
1176,904,14837,6,76,47,69,71,68
1177,904,14837,5,67,61,65,69,71
1178,904,14837,4,63,50,51,66,71
1179,904,14837,3,80.5,105.5,76,122,82
1180,904,14837,2,65,101,67,78,63
1181,904,14837,1,64,92,68,81,64
1182,904,14825,17,50,58,54,59,68
1183,904,14825,8,67,66,76,73,71
1184,904,14825,7,67,54,67,75,71
1185,904,14825,6,61,43,62,64,75
1186,904,14825,5,62,64,65,81,68
1187,904,14825,4,66,71,59,47,74
1188,904,14825,3,60,111.5,72,120.5,62
1189,904,14825,2,64,95,72,95,79
1190,904,14825,1,69,91,64,98,68
1191,904,14819,17,65,74,69,78,74
1192,904,14819,8,67,71,76,67,71
1193,904,14819,7,67,63,55,82,71
1194,904,14819,6,80,55,71,76,84
1195,904,14819,5,58,72,72,76,81
1196,904,14819,4,88,76,74,48,93
1197,904,14819,3,85,123,85,124.5,82
1198,904,14819,2,82,103,88,108,97
1199,904,14819,1,65,102,71,108,74
1200,904,14803,17,85,81,82,73,81
1201,904,14803,8,67,79,75,89,71
1202,904,14803,7,67,87,76,86,71
1203,904,14803,6,89,72,84,85,95
1204,904,14803,5,85,65,82,88,79
1205,904,14803,4,75,78,74,67,84
1206,904,14803,3,82.5,124,87,127,87
1207,904,14803,2,87,103,89,113,94
1208,904,14803,1,66,109,69,109,88
1209,904,14802,17,67,76,65,78,89
1210,904,14802,8,67,70,71,72,73
1211,904,14802,7,67,69,71,70,71
1212,904,14802,6,67,72,78,73,74
1213,904,14802,5,67,70,71,72,70
1214,904,14802,4,67,80,81,78,80
1215,904,14802,3,67,100,99,102,89
1216,904,14802,2,67,99,109,90,98
1217,904,14802,1,98,89,88,89,90
1218,904,14796,17,61,81,59,66,68
1219,904,14796,8,61,48,74,75,82
1220,904,14796,7,67,61,55,85,71
1221,904,14796,6,89,51,79,71,81
1222,904,14796,5,67,53,65,73,71
1223,904,14796,4,78,64,74,68,78
1224,904,14796,3,83,120,86,131.5,79
1225,904,14796,2,70,88,97,83,90
1226,904,14796,1,66,104,82,109,83
1227,904,14792,17,85,69,66,70,75
1228,904,14792,8,67,71,69,72,71
1229,904,14792,7,67,55,66,86,71
1230,904,14792,6,81,66,72,78,93
1231,904,14792,5,72,68,85,78,85
1232,904,14792,4,67,69,59,89,71
1233,904,14792,3,78.5,118,81,118.5,85
1234,904,14792,2,77,107,79,118,92
1235,904,14792,1,72,105,88,98,82
1236,904,14777,17,66,74,61,50,61
1237,904,14777,8,67,62,65,64,71
1238,904,14777,7,64,51,60,73,81
1239,904,14777,6,72,62,55,62,73
1240,904,14777,5,52,53,68,53,71
1241,904,14777,4,50,61,57,51,83
1242,904,14777,3,68,117.5,82,123,81
1243,904,14777,2,71,65,60,74,76
1244,904,14777,1,73,109,74,114,77
1245,904,14773,17,80,79,77,76,69
1246,904,14773,8,61,55,70,71,76
1247,904,14773,7,67,63,66,83,71
1248,904,14773,6,82,59,60,59,69
1249,904,14773,5,67,73,58,76,71
1250,904,14773,4,67,60,52,76,71
1251,904,14773,3,83.5,124.5,87,127.5,80
1252,904,14773,2,79,105,81,101,83
1253,904,14773,1,76,122,87,94,81
1254,904,14771,17,59,69,66,69,54
1255,904,14771,8,57,61,63,77,67
1256,904,14771,7,67,65,50,68,71
1257,904,14771,6,78,55,60,72,82
1258,904,14771,5,60,59,58,75,61
1259,904,14771,4,54,67,41,54,73
1260,904,14771,3,81.5,117,86,125,69
1261,904,14771,2,76,91,60,89,69
1262,904,14771,1,64,99,70,81,74
1263,904,14766,17,79,62,76,74,77
1264,904,14766,8,67,69,78,72,71
1265,904,14766,7,67,82,79,80,71
1266,904,14766,6,91,31,85,86,96
1267,904,14766,5,67,84,81,73,71
1268,904,14766,4,78,70,94,63,93
1269,904,14766,3,91,122.5,93,131,97
1270,904,14766,2,77,90,92,97,74
1271,904,14766,1,73,95,84,102,81
1272,904,14759,17,58,69,59,55,68
1273,904,14759,8,67,72,75,68,71
1274,904,14759,7,67,49,56,64,71
1275,904,14759,6,84,53,71,68,81
1276,904,14759,5,62,64,52,75,68
1277,904,14759,4,70,69,74,48,76
1278,904,14759,3,60,103.5,69,106.5,64
1279,904,14759,2,57,79,65,92,62
1280,904,14759,1,64,104,80,105,70
1281,904,14746,17,76,71,57,59,70
1282,904,14746,8,67,59,76,73,71
1283,904,14746,7,67,59,58,79,71
1284,904,14746,6,89,68,80,80,88
1285,904,14746,5,66,64,74,79,71
1286,904,14746,4,74,81,71,63,84
1287,904,14746,3,71.5,102.5,86,126.5,68
1288,904,14746,2,71,93,75,108,89
1289,904,14746,1,67,100,80,99,72
1290,904,14729,17,71,74,69,62,71
1291,904,14729,8,67,70,71,72,71
1292,904,14729,7,67,77,65,73,71
1293,904,14729,6,59,72,76,74,71
1294,904,14729,5,89,61,67,75,71
1295,904,14729,4,78,71,64,95,71
1296,904,14729,3,67,114,85,125.5,90
1297,904,14729,2,104,81,78,81,71
1298,904,14729,1,112,76,96,74,71
1299,904,14714,17,60,64,48,57,65
1300,904,14714,8,76,61,83,78,88
1301,904,14714,7,67,61,65,80,71
1302,904,14714,6,80,62,71,74,76
1303,904,14714,5,63,52,79,73,71
1304,904,14714,4,75,68,62,50,86
1305,904,14714,3,80.5,112,76,118,82
1306,904,14714,2,77,96,56,92,78
1307,904,14714,1,60,106,73,98,73
1308,904,14708,17,74,58,72,61,62
1309,904,14708,8,67,64,72,71,71
1310,904,14708,7,67,56,54,68,71
1311,904,14708,6,88,64,68,83,92
1312,904,14708,5,59,59,55,65,71
1313,904,14708,4,82,79,89,58,89
1314,904,14708,3,78.5,102,71,106.5,75
1315,904,14708,2,79,94,69,102,81
1316,904,14708,1,59,108,73,95,74
1317,904,14704,17,90,73,81,70,85
1318,904,14704,8,67,74,94,81,71
1319,904,14704,7,67,72,76,83,71
1320,904,14704,6,92,69,87,83,95
1321,904,14704,5,80,84,79,87,81
1322,904,14704,4,93,69,88,78,89
1323,904,14704,3,90.5,125,90,128.5,93
1324,904,14704,2,76,122,77,108,97
1325,904,14704,1,79,107,82,112,82
1326,904,14702,17,72,69,68,64,71
1327,904,14702,8,73,59,76,81,81
1328,904,14702,7,67,72,71,82,71
1329,904,14702,6,83,64,68,86,83
1330,904,14702,5,67,63,80,77,71
1331,904,14702,4,71,79,81,66,87
1332,904,14702,3,71.5,104.5,78,116,80
1333,904,14702,2,64,90,76,120,90
1334,904,14702,1,67,98,72,96,78
1335,904,14700,17,60,70,69,62,62
1336,904,14700,8,67,72,83,72,71
1337,904,14700,7,67,71,81,84,71
1338,904,14700,6,76,60,56,75,87
1339,904,14700,5,64,71,75,77,74
1340,904,14700,4,71,74,79,67,95
1341,904,14700,3,71.5,117,76,126,77
1342,904,14700,2,72,123,79,124,90
1343,904,14700,1,71,112,76,99,83
1344,904,14699,17,76,68,70,61,66
1345,904,14699,8,67,56,76,79,80
1346,904,14699,7,67,79,65,85,71
1347,904,14699,6,84,55,86,71,83
1348,904,14699,5,67,81,71,68,71
1349,904,14699,4,75,75,89,65,90
1350,904,14699,3,76.5,116.5,85,126,84
1351,904,14699,2,81,104,84,81,86
1352,904,14699,1,75,115,64,94,83
1353,904,14690,17,74,71,75,73,72
1354,904,14690,8,67,80,86,77,71
1355,904,14690,7,67,83,72,89,71
1356,904,14690,6,80,62,71,80,83
1357,904,14690,5,61,71,61,71,74
1358,904,14690,4,61,60,60,51,81
1359,904,14690,3,79.5,130.5,91,132,93
1360,904,14690,2,60,114,60,83,81
1361,904,14690,1,64,115,89,114,79
1362,904,14687,17,75,68,75,68,69
1363,904,14687,8,67,56,71,82,71
1364,904,14687,7,75,62,74,78,90
1365,904,14687,6,74,62,62,79,82
1366,904,14687,5,61,70,57,66,73
1367,904,14687,4,73,72,80,52,89
1368,904,14687,3,80.5,108.5,75,128,80
1369,904,14687,2,79,93,76,73,83
1370,904,14687,1,71,107,75,114,82
1371,904,14681,17,62,75,65,64,55
1372,904,14681,8,67,69,72,64,71
1373,904,14681,7,67,69,67,76,71
1374,904,14681,6,79,59,57,76,77
1375,904,14681,5,70,61,64,75,81
1376,904,14681,4,70,72,65,62,77
1377,904,14681,3,75,101,81,126,70
1378,904,14681,2,71,102,71,91,84
1379,904,14681,1,72,98,80,94,69
1380,904,14666,17,55,62,37,57,63
1381,904,14666,8,67,72,82,63,71
1382,904,14666,7,67,63,56,65,71
1383,904,14666,6,69,69,74,86,77
1384,904,14666,5,88,97,91,96,96
1385,904,14666,4,77,79,77,81,95
1386,904,14666,3,71,90.5,70,122.5,72
1387,904,14666,2,76,129,86,115,96
1388,904,14666,1,60,98,68,86,72
1389,904,14639,17,74,75,73,59,59
1390,904,14639,8,67,75,78,72,71
1391,904,14639,7,67,72,67,76,71
1392,904,14639,6,89,67,77,85,94
1393,904,14639,5,72,75,79,86,78
1394,904,14639,4,83,71,86,67,88
1395,904,14639,3,81,102,83,124,81
1396,904,14639,2,81,98,73,108,84
1397,904,14639,1,70,103,83,97,64
1398,904,14638,17,58,70,55,56,55
1399,904,14638,8,63,52,51,80,69
1400,904,14638,7,67,64,68,68,71
1401,904,14638,6,62,48,74,67,77
1402,904,14638,5,67,47,56,62,71
1403,904,14638,4,76,46,66,45,87
1404,904,14638,3,75.5,112,86,125,78
1405,904,14638,2,67,100,72,94,68
1406,904,14638,1,66,100,72,98,65
1407,904,14634,17,65,74,73,61,71
1408,904,14634,8,67,73,79,80,71
1409,904,14634,7,67,63,80,74,71
1410,904,14634,6,76,70,83,81,82
1411,904,14634,5,60,83,87,89,85
1412,904,14634,4,84,71,94,59,100
1413,904,14634,3,88.5,121,90,125.5,90
1414,904,14634,2,64,104,80,120,93
1415,904,14634,1,73,107,79,100,82
1416,904,14631,17,54,70,66,65,78
1417,904,14631,8,67,74,84,84,71
1418,904,14631,7,67,77,81,90,71
