count,班级,学号,学科,第一次成绩,第二次成绩,第三次成绩,第四次成绩,第五次成绩
491,902,14749,4,79.0,86.0,90.0,83.0,92.0
492,902,14749,3,78.0,105.5,81.0,123.5,69.0
493,902,14749,2,83.0,106.0,75.0,111.0,84.0
494,902,14749,1,65.0,104.0,78.0,88.0,77.0
495,902,14741,17,78.0,85.0,69.0,70.0,59.0
496,902,14741,8,0.0,75.0,83.0,80.0,
497,902,14741,7,0.0,70.0,72.0,81.0,
498,902,14741,6,73.0,66.0,78.0,82.0,80.0
499,902,14741,5,80.0,63.0,79.0,85.0,85.0
500,902,14741,4,95.0,86.0,95.0,78.0,95.0
501,902,14741,3,72.0,97.5,68.0,110.5,64.0
502,902,14741,2,71.0,97.0,89.0,106.0,88.0
503,902,14741,1,57.0,106.0,74.0,96.0,81.0
504,902,14739,17,84.0,69.0,78.0,79.0,75.0
505,902,14739,8,0.0,82.0,86.0,79.0,
506,902,14739,7,0.0,73.0,78.0,72.0,
507,902,14739,6,92.0,77.0,91.0,83.0,99.0
508,902,14739,5,87.0,83.0,74.0,86.0,89.0
509,902,14739,4,91.0,97.0,100.0,88.0,94.0
510,902,14739,3,82.0,105.5,89.0,122.0,93.0
511,902,14739,2,92.0,129.0,95.0,138.0,95.0
512,902,14739,1,76.0,96.0,84.0,98.0,77.0
513,902,14737,17,74.0,78.0,72.0,56.0,67.0
514,902,14737,8,0.0,70.0,71.0,70.0,
515,902,14737,7,0.0,65.0,72.0,65.0,
516,902,14737,6,67.0,51.0,67.0,56.0,78.0
517,902,14737,5,58.0,63.0,60.0,76.0,67.0
518,902,14737,4,73.0,73.0,82.0,74.0,91.0
519,902,14737,3,80.0,112.0,76.0,121.5,82.0
520,902,14737,2,77.0,112.0,77.0,115.0,85.0
521,902,14737,1,74.0,106.0,70.0,104.0,76.0
522,902,14726,17,87.0,84.0,82.0,80.0,80.0
523,902,14726,8,77.0,62.0,88.0,80.0,92.0
524,902,14726,7,0.0,85.0,73.0,86.0,
525,902,14726,6,91.0,74.0,72.0,89.0,92.0
526,902,14726,5,0.0,74.0,86.0,96.0,
527,902,14726,4,94.0,79.0,94.0,74.0,98.0
528,902,14726,3,93.5,125.0,87.0,130.5,94.0
529,902,14726,2,84.0,129.0,86.0,119.0,81.0
530,902,14726,1,67.0,110.0,84.0,99.0,77.0
531,902,14695,17,75.0,87.0,76.0,77.0,76.0
532,902,14695,8,0.0,64.0,84.0,76.0,
533,902,14695,7,0.0,70.0,68.0,87.0,
534,902,14695,6,85.0,69.0,90.0,87.0,83.0
535,902,14695,5,80.0,86.0,75.0,92.0,74.0
536,902,14695,4,83.0,85.0,81.0,80.0,96.0
537,902,14695,3,84.0,110.0,82.0,117.5,87.0
538,902,14695,2,88.0,120.0,76.0,127.0,98.0
539,902,14695,1,67.0,102.0,83.0,93.0,77.0
540,902,14679,17,76.0,76.0,67.0,79.0,64.0
541,902,14679,8,0.0,72.0,82.0,84.0,
542,902,14679,7,0.0,67.0,85.0,78.0,
543,902,14679,6,91.0,66.0,84.0,87.0,83.0
544,902,14679,5,69.0,80.0,82.0,88.0,80.0
545,902,14679,4,88.0,87.0,92.0,88.0,98.0
546,902,14679,3,89.0,117.5,94.0,126.5,83.0
547,902,14679,2,81.0,103.0,82.0,127.0,94.0
548,902,14679,1,75.0,98.0,79.0,100.0,85.0
549,902,14676,17,80.0,78.0,80.0,78.0,76.0
550,902,14676,8,0.0,87.0,87.0,79.0,
551,902,14676,7,0.0,79.0,69.0,86.0,
552,902,14676,6,81.0,66.0,83.0,84.0,92.0
553,902,14676,5,76.0,64.0,78.0,77.0,68.0
554,902,14676,4,89.0,86.0,78.0,58.0,87.0
555,902,14676,3,79.5,122.0,87.0,127.0,82.0
556,902,14676,2,85.0,100.0,86.0,87.0,89.0
557,902,14676,1,74.0,108.0,73.0,107.0,72.0
558,902,14656,17,64.0,74.0,76.0,73.0,77.0
559,902,14656,8,0.0,74.0,79.0,81.0,
560,902,14656,7,0.0,68.0,78.0,81.0,
561,902,14656,6,71.0,65.0,79.0,76.0,88.0
562,902,14656,5,53.0,66.0,68.0,66.0,84.0
563,902,14656,4,76.0,84.0,87.0,73.0,95.0
564,902,14656,3,84.0,117.5,75.0,133.5,79.0
565,902,14656,2,77.0,114.0,87.0,109.0,93.0
566,902,14656,1,74.0,110.0,83.0,96.0,89.0
567,902,14653,17,71.0,73.0,69.0,67.0,
568,902,14653,8,0.0,78.0,79.0,79.0,
569,902,14653,7,0.0,67.0,65.0,77.0,
570,902,14653,6,69.0,77.0,72.0,91.0,
571,902,14653,5,74.0,83.0,79.0,96.0,
572,902,14653,4,70.0,93.0,85.0,96.0,
573,902,14653,3,108.0,75.0,130.5,76.0,
574,902,14653,2,124.0,66.0,105.0,89.0,
575,902,14653,1,110.0,64.0,97.0,72.0,
576,902,14648,17,75.0,73.0,70.0,70.0,82.0
577,902,14648,8,0.0,81.0,92.0,84.0,
578,902,14648,7,0.0,67.0,71.0,76.0,
579,902,14648,6,89.0,79.0,89.0,88.0,94.0
580,902,14648,5,80.0,87.0,85.0,92.0,96.0
581,902,14648,4,93.0,94.0,100.0,84.0,96.0
582,902,14648,3,86.5,106.0,83.0,128.0,79.0
583,902,14648,2,86.0,131.0,89.0,130.0,100.0
584,902,14648,1,70.0,109.0,78.0,112.0,79.0
585,902,14646,17,50.0,55.0,30.0,41.0,60.0
586,902,14646,8,0.0,54.0,55.0,70.0,
587,902,14646,7,0.0,52.0,48.0,77.0,
588,902,14646,6,60.0,21.0,23.0,57.0,67.0
589,902,14646,5,35.0,0.0,44.0,56.0,60.0
590,902,14646,4,76.0,75.0,98.0,73.0,95.0
591,902,14646,3,61.5,69.0,48.0,96.0,66.0
592,902,14646,2,77.0,131.0,98.0,115.0,96.0
593,902,14646,1,59.0,83.0,57.0,90.0,74.0
594,902,14645,17,78.0,79.0,78.0,76.0,75.0
595,902,14645,8,0.0,69.0,78.0,77.0,
596,902,14645,7,0.0,73.0,81.0,75.0,
597,902,14645,6,75.0,72.0,87.0,83.0,84.0
598,902,14645,5,77.0,77.0,70.0,76.0,90.0
599,902,14645,4,81.0,80.0,83.0,73.0,91.0
600,902,14645,3,84.0,129.0,81.0,124.0,90.0
601,902,14645,2,88.0,105.0,95.0,113.0,91.0
602,902,14645,1,70.0,108.0,76.0,91.0,80.0
603,902,14643,17,70.0,77.0,68.0,63.0,55.0
604,902,14643,8,0.0,73.0,83.0,72.0,
605,902,14643,7,0.0,71.0,71.0,67.0,
606,902,14643,6,77.0,69.0,73.0,79.0,93.0
607,902,14643,5,0.0,79.0,78.0,77.0,
608,902,14643,4,80.0,86.0,91.0,68.0,89.0
609,902,14643,3,62.5,110.0,74.0,117.5,78.0
610,902,14643,2,93.0,110.0,97.0,101.0,96.0
611,902,14643,1,64.0,100.0,78.0,93.0,65.0
612,902,14628,17,80.0,79.0,82.0,79.0,83.0
613,902,14628,8,0.0,87.0,82.0,93.0,
614,902,14628,7,0.0,70.0,69.0,84.0,
615,902,14628,6,90.0,83.0,91.0,87.0,95.0
616,902,14628,5,78.0,94.0,91.0,91.0,91.0
617,902,14628,4,90.0,89.0,96.0,86.0,100.0
618,902,14628,3,93.0,132.5,93.0,141.0,90.0
619,902,14628,2,91.0,110.0,82.0,106.0,99.0
620,902,14628,1,82.0,117.0,86.0,107.0,91.0
621,902,14624,17,71.0,63.0,55.0,67.0,69.0
622,902,14624,8,0.0,73.0,78.0,69.0,
623,902,14624,7,0.0,63.0,58.0,62.0,
624,902,14624,6,82.0,56.0,77.0,78.0,85.0
625,902,14624,5,71.0,79.0,78.0,81.0,78.0
626,902,14624,4,88.0,80.0,86.0,68.0,85.0
627,902,14624,3,68.0,111.0,72.0,114.5,67.0
628,902,14624,2,83.0,111.0,81.0,138.0,91.0
629,902,14624,1,68.0,106.0,74.0,98.0,81.0
630,902,14610,17,65.0,70.0,77.0,73.0,74.0
631,902,14610,8,0.0,78.0,80.0,75.0,
632,902,14610,7,0.0,76.0,71.0,76.0,
633,902,14610,6,81.0,65.0,82.0,82.0,88.0
634,902,14610,5,70.0,85.0,81.0,91.0,95.0
635,902,14610,4,72.0,79.0,94.0,77.0,100.0
636,902,14610,3,78.5,112.0,87.0,124.0,86.0
637,902,14610,2,89.0,111.0,71.0,118.0,89.0
638,902,14610,1,77.0,98.0,78.0,97.0,78.0
639,902,14604,17,73.0,65.0,56.0,54.0,60.0
640,902,14604,8,0.0,60.0,61.0,67.0,
641,902,14604,7,0.0,54.0,56.0,65.0,
642,902,14604,6,74.0,51.0,76.0,60.0,67.0
643,902,14604,5,64.0,57.0,74.0,69.0,48.0
644,902,14604,4,80.0,74.0,79.0,76.0,87.0
645,902,14604,3,67.0,105.0,77.0,117.0,65.0
646,902,14604,2,75.0,89.0,86.0,104.0,71.0
647,902,14604,1,54.0,100.0,66.0,92.0,73.0
648,902,14597,17,61.0,68.0,74.0,65.0,67.0
649,902,14597,8,0.0,83.0,73.0,78.0,
650,902,14597,7,0.0,60.0,67.0,79.0,
651,902,14597,6,91.0,72.0,80.0,78.0,87.0
652,902,14597,5,58.0,76.0,79.0,89.0,90.0
653,902,14597,4,78.0,93.0,84.0,66.0,95.0
654,902,14597,3,80.5,111.0,82.0,118.5,87.0
655,902,14597,2,86.0,121.0,85.0,113.0,85.0
656,902,14597,1,70.0,99.0,81.0,111.0,81.0
657,902,14593,17,75.0,86.0,70.0,80.0,83.0
658,902,14593,8,0.0,81.0,78.0,81.0,
659,902,14593,7,0.0,80.0,76.0,86.0,
660,902,14593,6,93.0,73.0,85.0,87.0,93.0
661,902,14593,5,71.0,70.0,80.0,87.0,74.0
662,902,14593,4,85.0,82.0,96.0,79.0,99.0
663,902,14593,3,92.0,126.0,89.0,133.5,87.0
664,902,14593,2,74.0,107.0,80.0,93.0,86.0
665,902,14593,1,81.0,110.0,85.0,98.0,82.0
666,902,14590,17,66.0,71.0,60.0,50.0,57.0
667,902,14590,8,0.0,73.0,78.0,67.0,
668,902,14590,7,0.0,64.0,59.0,74.0,
669,902,14590,6,75.0,48.0,73.0,64.0,79.0
670,902,14590,5,67.0,56.0,57.0,62.0,62.0
671,902,14590,4,79.0,80.0,79.0,68.0,84.0
672,902,14590,3,58.0,101.0,65.0,102.5,58.0
673,902,14590,2,47.0,103.0,80.0,92.0,74.0
674,902,14590,1,63.0,96.0,75.0,93.0,58.0
675,902,14582,17,70.0,67.0,58.0,59.0,67.0
676,902,14582,8,0.0,68.0,84.0,68.0,
677,902,14582,7,0.0,65.0,66.0,66.0,
678,902,14582,6,83.0,70.0,89.0,84.0,87.0
679,902,14582,5,68.0,77.0,84.0,90.0,80.0
680,902,14582,4,93.0,81.0,88.0,80.0,95.0
681,902,14582,3,80.5,106.0,82.0,124.5,84.0
682,902,14582,2,76.0,111.0,86.0,134.0,87.0
683,902,14582,1,68.0,102.0,78.0,102.0,71.0
684,902,14581,17,77.0,75.0,81.0,75.0,78.0
685,902,14581,8,0.0,70.0,79.0,79.0,
686,902,14581,7,0.0,68.0,68.0,75.0,
687,902,14581,6,91.0,69.0,80.0,74.0,89.0
688,902,14581,5,73.0,72.0,71.0,78.0,75.0
689,902,14581,4,79.0,85.0,92.0,73.0,86.0
690,902,14581,3,86.0,109.0,87.0,126.0,85.0
691,902,14581,2,86.0,104.0,79.0,98.0,76.0
692,902,14581,1,72.0,110.0,83.0,102.0,82.0
693,902,14573,17,81.0,73.0,55.0,64.0,67.0
694,902,14573,8,0.0,63.0,87.0,82.0,
695,902,14573,7,0.0,67.0,63.0,67.0,
696,902,14573,6,88.0,39.0,92.0,87.0,90.0
697,902,14573,5,63.0,66.0,71.0,84.0,80.0
698,902,14573,4,83.0,70.0,84.0,77.0,94.0
699,902,14573,3,84.5,119.0,81.0,116.0,80.0
700,902,14573,2,79.0,126.0,93.0,112.0,81.0
701,902,14573,1,63.0,92.0,67.0,87.0,79.0
702,902,14560,17,69.0,81.0,76.0,75.0,82.0
703,902,14560,8,80.0,64.0,82.0,83.0,86.0
704,902,14560,7,0.0,73.0,71.0,75.0,
705,902,14560,6,88.0,71.0,80.0,82.0,82.0
706,902,14560,5,83.0,76.0,84.0,80.0,76.0
707,902,14560,4,0.0,96.0,80.0,97.0,
708,902,14560,3,92.5,132.5,93.0,142.0,89.0
709,902,14560,2,79.0,88.0,77.0,113.0,73.0
710,902,14560,1,80.0,117.0,84.0,108.0,87.0
711,902,14558,17,63.0,76.0,68.0,65.0,68.0
712,902,14558,8,74.0,62.0,75.0,85.0,76.0
713,902,14558,7,0.0,61.0,64.0,73.0,
714,902,14558,6,83.0,64.0,77.0,72.0,87.0
715,902,14558,5,0.0,80.0,63.0,83.0,
716,902,14558,4,82.0,71.0,82.0,87.0,89.0
717,902,14558,3,88.5,129.0,89.0,129.5,91.0
718,902,14558,2,73.0,110.0,91.0,88.0,78.0
719,902,14558,1,75.0,108.0,73.0,92.0,80.0
720,902,14557,17,62.0,73.0,68.0,66.0,59.0
721,902,14557,8,0.0,70.0,83.0,79.0,
722,902,14557,7,0.0,74.0,59.0,68.0,
723,902,14557,6,80.0,72.0,80.0,66.0,78.0
724,902,14557,5,71.0,82.0,74.0,79.0,90.0
725,902,14557,4,77.0,85.0,89.0,81.0,93.0
726,902,14557,3,83.5,115.0,82.0,124.5,80.0
727,902,14557,2,86.0,109.0,88.0,127.0,95.0
728,902,14557,1,73.0,104.0,70.0,99.0,74.0
729,902,14545,17,73.0,84.0,72.0,75.0,71.0
730,902,14545,8,0.0,79.0,84.0,79.0,
731,902,14545,7,0.0,80.0,72.0,78.0,
732,902,14545,6,86.0,60.0,81.0,78.0,92.0
733,902,14545,5,69.0,72.0,62.0,79.0,77.0
734,902,14545,4,78.0,79.0,75.0,69.0,98.0
735,902,14545,3,82.5,121.5,88.0,130.5,85.0
736,902,14545,2,76.0,98.0,72.0,108.0,86.0
737,902,14545,1,70.0,112.0,86.0,99.0,76.0
738,902,14544,17,61.0,65.0,65.0,54.0,64.0
739,902,14544,8,0.0,77.0,80.0,80.0,
740,902,14544,7,0.0,77.0,70.0,80.0,
741,902,14544,6,73.0,64.0,72.0,74.0,82.0
742,902,14544,5,63.0,58.0,62.0,70.0,70.0
743,902,14544,4,64.0,70.0,90.0,69.0,93.0
744,902,14544,3,80.5,113.5,84.0,123.5,82.0
745,902,14544,2,69.0,110.0,83.0,103.0,88.0
746,902,14544,1,68.0,90.0,75.0,98.0,78.0
747,902,14537,17,85.0,83.0,87.0,74.0,73.0
748,902,14537,8,0.0,77.0,84.0,88.0,
749,902,14537,7,0.0,79.0,75.0,84.0,
750,902,14537,6,83.0,59.0,77.0,69.0,92.0
751,902,14537,5,74.0,85.0,87.0,77.0,92.0
752,902,14537,4,86.0,84.0,89.0,71.0,93.0
753,902,14537,3,84.5,119.5,90.0,124.5,86.0
754,902,14537,2,83.0,123.0,87.0,114.0,92.0
755,902,14537,1,76.0,113.0,83.0,106.0,89.0
756,903,14863,17,79.0,76.0,74.0,68.0,79.0
757,903,14863,8,60.0,65.0,80.0,85.0,84.0
758,903,14863,7,0.0,82.0,82.0,93.0,
759,903,14863,6,79.0,55.0,71.0,78.0,84.0
760,903,14863,5,69.0,71.0,50.0,74.0,78.0
761,903,14863,4,84.0,76.0,94.0,66.0,92.0
762,903,14863,3,84.0,114.0,84.0,123.0,79.0
763,903,14863,2,77.0,97.0,75.0,96.0,79.0
764,903,14863,1,80.0,103.0,82.0,100.0,84.0
765,903,14859,17,69.0,60.0,56.0,62.0,76.0
766,903,14859,8,67.0,57.0,72.0,76.0,75.0
767,903,14859,7,0.0,74.0,76.0,84.0,
768,903,14859,6,64.0,61.0,67.0,77.0,89.0
769,903,14859,5,59.0,69.0,74.0,88.0,88.0
770,903,14859,4,76.0,72.0,73.0,70.0,85.0
771,903,14859,3,82.5,116.0,81.0,125.5,82.0
772,903,14859,2,57.0,123.0,77.0,102.0,72.0
773,903,14859,1,66.0,109.0,88.0,94.0,77.0
774,903,14857,17,67.0,75.0,73.0,61.0,80.0
775,903,14857,8,0.0,78.0,78.0,67.0,
776,903,14857,7,0.0,62.0,62.0,84.0,
777,903,14857,6,82.0,67.0,83.0,80.0,75.0
778,903,14857,5,70.0,79.0,60.0,84.0,75.0
779,903,14857,4,73.0,76.0,99.0,67.0,90.0
780,903,14857,3,72.0,109.0,73.0,118.0,77.0
781,903,14857,2,70.0,113.0,79.0,115.0,95.0
782,903,14857,1,72.0,111.0,81.0,99.0,78.0
783,903,14856,17,77.0,83.0,71.0,65.0,68.0
784,903,14856,8,0.0,65.0,78.0,81.0,
785,903,14856,7,77.0,66.0,77.0,76.0,81.0
786,903,14856,6,67.0,40.0,54.0,73.0,83.0
787,903,14856,5,58.0,63.0,56.0,67.0,74.0
788,903,14856,4,58.0,72.0,63.0,80.0,
789,903,14856,3,72.0,121.5,76.0,116.5,75.0
790,903,14856,2,64.0,103.0,77.0,94.0,81.0
791,903,14856,1,66.0,95.0,75.0,97.0,69.0
792,903,14801,17,69.0,71.0,61.0,68.0,67.0
793,903,14801,8,62.0,56.0,48.0,69.0,77.0
794,903,14801,7,0.0,54.0,64.0,73.0,
795,903,14801,6,78.0,41.0,55.0,63.0,72.0
796,903,14801,5,0.0,49.0,66.0,71.0,
797,903,14801,4,64.0,80.0,67.0,60.0,90.0
798,903,14801,3,82.0,109.0,75.0,124.0,63.0
799,903,14801,2,66.0,81.0,71.0,97.0,89.0
800,903,14801,1,63.0,91.0,60.0,99.0,72.0
801,903,14800,17,71.0,67.0,77.0,67.0,81.0
802,903,14800,8,0.0,80.0,78.0,71.0,
803,903,14800,7,0.0,61.0,68.0,90.0,
804,903,14800,6,86.0,67.0,89.0,83.0,87.0
805,903,14800,5,86.0,82.0,89.0,70.0,65.0
806,903,14800,4,88.0,85.0,84.0,87.0,97.0
807,903,14800,3,87.5,118.5,84.0,125.5,74.0
808,903,14800,2,83.0,110.0,92.0,134.0,94.0
809,903,14800,1,78.0,101.0,77.0,107.0,80.0
810,903,14791,17,72.0,73.0,71.0,68.0,66.0
811,903,14791,8,0.0,77.0,80.0,82.0,
812,903,14791,7,0.0,69.0,75.0,73.0,
813,903,14791,6,88.0,73.0,86.0,92.0,94.0
814,903,14791,5,64.0,55.0,89.0,86.0,77.0
815,903,14791,4,82.0,78.0,79.0,72.0,95.0
816,903,14791,3,80.5,120.0,79.0,127.5,80.0
817,903,14791,2,81.0,117.0,87.0,115.0,78.0
818,903,14791,1,69.0,114.0,80.0,94.0,82.0
819,903,14786,17,79.0,72.0,77.0,71.0,73.0
820,903,14786,8,0.0,73.0,74.0,78.0,
821,903,14786,7,0.0,76.0,79.0,79.0,
822,903,14786,6,82.0,65.0,79.0,83.0,89.0
823,903,14786,5,81.0,91.0,93.0,90.0,84.0
824,903,14786,4,76.0,90.0,91.0,85.0,98.0
825,903,14786,3,77.0,118.0,88.0,126.5,82.0
826,903,14786,2,85.0,102.0,79.0,113.0,99.0
827,903,14786,1,76.0,116.0,83.0,88.0,83.0
828,903,14783,17,71.0,74.0,76.0,74.0,71.0
829,903,14783,8,0.0,71.0,88.0,82.0,
830,903,14783,7,0.0,73.0,66.0,75.0,
831,903,14783,6,90.0,70.0,87.0,84.0,86.0
832,903,14783,5,75.0,70.0,76.0,90.0,92.0
833,903,14783,4,81.0,81.0,90.0,78.0,95.0
834,903,14783,3,79.5,115.5,84.0,127.5,85.0
835,903,14783,2,79.0,111.0,91.0,115.0,82.0
836,903,14783,1,62.0,110.0,76.0,96.0,81.0
837,903,14767,17,61.0,80.0,74.0,76.0,72.0
838,903,14767,8,59.0,56.0,78.0,82.0,85.0
839,903,14767,7,0.0,68.0,80.0,80.0,
840,903,14767,6,83.0,83.0,93.0,82.0,82.0
841,903,14767,5,0.0,77.0,67.0,70.0,
842,903,14767,4,82.0,82.0,91.0,77.0,84.0
843,903,14767,3,76.0,118.0,71.0,124.0,78.0
844,903,14767,2,79.0,106.0,75.0,106.0,74.0
845,903,14767,1,68.0,114.0,85.0,106.0,73.0
846,903,14762,17,77.0,70.0,79.0,82.0,68.0
847,903,14762,8,0.0,71.0,81.0,76.0,
848,903,14762,7,0.0,66.0,79.0,90.0,
849,903,14762,6,76.0,63.0,82.0,91.0,75.0
850,903,14762,5,81.0,70.0,75.0,87.0,90.0
851,903,14762,4,75.0,75.0,87.0,77.0,90.0
852,903,14762,3,64.5,100.5,80.0,118.5,75.0
853,903,14762,2,83.0,113.0,95.0,129.0,86.0
854,903,14762,1,75.0,104.0,86.0,101.0,82.0
855,903,14760,17,84.0,74.0,88.0,74.0,77.0
856,903,14760,8,0.0,81.0,80.0,86.0,
857,903,14760,7,0.0,90.0,79.0,84.0,
858,903,14760,6,78.0,66.0,82.0,85.0,83.0
859,903,14760,5,72.0,74.0,82.0,86.0,82.0
860,903,14760,4,84.0,91.0,96.0,88.0,98.0
861,903,14760,3,87.5,113.0,86.0,130.5,82.0
862,903,14760,2,90.0,112.0,83.0,119.0,100.0
863,903,14760,1,77.0,105.0,76.0,103.0,76.0
864,903,14753,17,69.0,74.0,82.0,66.0,78.0
865,903,14753,8,0.0,90.0,82.0,87.0,
866,903,14753,7,71.0,90.0,76.0,87.0,93.0
867,903,14753,6,86.0,72.0,84.0,85.0,87.0
868,903,14753,5,88.0,89.0,86.0,87.0,94.0
869,903,14753,4,100.0,91.0,100.0,92.0,91.0
870,903,14753,3,80.5,115.5,91.0,128.5,80.0
871,903,14753,2,95.0,133.0,100.0,147.0,100.0
872,903,14753,1,67.0,106.0,81.0,109.0,81.0
873,903,14743,17,74.0,63.0,53.0,62.0,76.0
874,903,14743,8,75.0,69.0,79.0,84.0,82.0
875,903,14743,7,0.0,71.0,72.0,71.0,
876,903,14743,6,79.0,60.0,73.0,90.0,76.0
877,903,14743,5,0.0,86.0,77.0,73.0,
878,903,14743,4,86.0,80.0,87.0,63.0,95.0
879,903,14743,3,73.0,101.5,69.0,122.0,65.0
880,903,14743,2,72.0,101.0,63.0,116.0,76.0
881,903,14743,1,65.0,98.0,47.0,75.0,68.0
882,903,14736,17,80.0,75.0,78.0,74.0,78.0
883,903,14736,8,0.0,85.0,84.0,84.0,
884,903,14736,7,87.0,96.0,94.0,80.0,92.0
885,903,14736,6,84.0,58.0,87.0,83.0,81.0
886,903,14736,5,0.0,87.0,75.0,81.0,
887,903,14736,4,80.0,71.0,89.0,60.0,91.0
888,903,14736,3,86.0,119.0,73.0,125.5,82.0
889,903,14736,2,89.0,93.0,79.0,93.0,88.0
890,903,14736,1,77.0,102.0,87.0,100.0,82.0
891,903,14716,17,77.0,71.0,74.0,76.0,
892,903,14716,8,0.0,81.0,86.0,74.0,
893,903,14716,7,72.0,79.0,77.0,86.0,
894,903,14716,6,58.0,65.0,79.0,88.0,
895,903,14716,5,0.0,60.0,79.0,66.0,
896,903,14716,4,79.0,78.0,64.0,81.0,
897,903,14716,3,123.0,82.0,125.0,87.0,
898,903,14716,2,105.0,74.0,86.0,66.0,
899,903,14716,1,105.0,82.0,94.0,83.0,
900,903,14715,17,74.0,71.0,87.0,79.0,74.0
901,903,14715,8,80.0,66.0,82.0,82.0,91.0
902,903,14715,7,0.0,81.0,80.0,87.0,
903,903,14715,6,88.0,77.0,87.0,87.0,90.0
904,903,14715,5,78.0,90.0,91.0,92.0,78.0
905,903,14715,4,86.0,87.0,91.0,78.0,97.0
906,903,14715,3,88.5,120.5,85.0,128.0,90.0
907,903,14715,2,87.0,118.0,79.0,128.0,91.0
908,903,14715,1,76.0,110.0,79.0,111.0,81.0
909,903,14712,17,76.0,72.0,49.0,74.0,63.0
910,903,14712,8,0.0,76.0,74.0,79.0,
911,903,14712,7,0.0,55.0,63.0,70.0,
912,903,14712,6,77.0,64.0,58.0,78.0,77.0
913,903,14712,5,0.0,59.0,65.0,52.0,
914,903,14712,4,70.0,79.0,71.0,84.0,91.0
915,903,14712,3,75.0,111.0,73.0,116.5,66.0
916,903,14712,2,78.0,98.0,83.0,113.0,80.0
917,903,14712,1,69.0,105.0,75.0,95.0,60.0
918,903,14707,17,87.0,77.0,79.0,73.0,78.0
919,903,14707,8,80.0,67.0,85.0,91.0,89.0
920,903,14707,7,0.0,79.0,75.0,89.0,
921,903,14707,6,73.0,68.0,84.0,82.0,80.0
922,903,14707,5,69.0,75.0,68.0,81.0,72.0
923,903,14707,4,77.0,75.0,81.0,74.0,85.0
924,903,14707,3,82.0,111.5,77.0,117.5,69.0
925,903,14707,2,88.0,103.0,84.0,117.0,82.0
926,903,14707,1,69.0,100.0,71.0,94.0,87.0
927,903,14703,17,81.0,68.0,89.0,74.0,82.0
928,903,14703,8,0.0,80.0,89.0,80.0,
929,903,14703,7,0.0,83.0,76.0,88.0,
930,903,14703,6,80.0,75.0,80.0,85.0,98.0
931,903,14703,5,77.0,79.0,65.0,84.0,81.0
932,903,14703,4,76.0,90.0,96.0,83.0,100.0
933,903,14703,3,78.0,120.0,85.0,123.0,89.0
934,903,14703,2,85.0,111.0,81.0,120.0,89.0
935,903,14703,1,73.0,116.0,86.0,99.0,81.0
936,903,14701,17,73.0,68.0,67.0,64.0,69.0
937,903,14701,8,0.0,85.0,91.0,83.0,
938,903,14701,7,0.0,68.0,79.0,84.0,
939,903,14701,6,96.0,77.0,84.0,92.0,95.0
940,903,14701,5,70.0,81.0,79.0,87.0,82.0
941,903,14701,4,81.0,79.0,94.0,88.0,92.0
942,903,14701,3,85.0,119.0,84.0,129.5,90.0
943,903,14701,2,69.0,108.0,61.0,108.0,86.0
944,903,14701,1,76.0,117.0,92.0,97.0,72.0
945,903,14693,17,64.0,71.0,56.0,69.0,74.0
946,903,14693,8,67.0,62.0,81.0,84.0,77.0
947,903,14693,7,0.0,65.0,64.0,81.0,
948,903,14693,6,74.0,65.0,76.0,80.0,80.0
949,903,14693,5,72.0,84.0,89.0,93.0,94.0
950,903,14693,4,73.0,86.0,90.0,70.0,95.0
951,903,14693,3,79.5,117.0,81.0,122.5,73.0
952,903,14693,2,87.0,129.0,88.0,119.0,81.0
953,903,14693,1,71.0,101.0,73.0,90.0,75.0
954,903,14671,17,87.0,80.0,81.0,71.0,80.0
955,903,14671,8,0.0,87.0,79.0,93.0,
956,903,14671,7,0.0,73.0,80.0,84.0,
957,903,14671,6,90.0,78.0,97.0,87.0,95.0
958,903,14671,5,78.0,82.0,89.0,95.0,92.0
959,903,14671,4,95.0,98.0,96.0,80.0,97.0
960,903,14671,3,89.5,129.5,91.0,134.0,92.0
961,903,14671,2,73.0,127.0,89.0,130.0,97.0
962,903,14671,1,71.0,111.0,72.0,105.0,81.0
963,903,14659,17,87.0,80.0,75.0,65.0,74.0
964,903,14659,8,0.0,85.0,82.0,82.0,
965,903,14659,7,0.0,74.0,78.0,81.0,
966,903,14659,6,82.0,63.0,94.0,83.0,89.0
967,903,14659,5,90.0,88.0,86.0,82.0,89.0
968,903,14659,4,87.0,96.0,89.0,85.0,97.0
969,903,14659,3,88.5,122.0,87.0,131.0,85.0
970,903,14659,2,95.0,116.0,89.0,131.0,93.0
971,903,14659,1,67.0,110.0,73.0,105.0,84.0
972,903,14647,17,74.0,78.0,80.0,70.0,77.0
973,903,14647,8,0.0,76.0,77.0,74.0,
974,903,14647,7,0.0,76.0,79.0,94.0,
975,903,14647,6,85.0,78.0,80.0,85.0,94.0
976,903,14647,5,76.0,57.0,90.0,92.0,78.0
977,903,14647,4,81.0,70.0,87.0,57.0,97.0
978,903,14647,3,83.5,127.0,85.0,126.0,87.0
979,903,14647,2,76.0,111.0,76.0,106.0,93.0
980,903,14647,1,76.0,111.0,92.0,107.0,83.0
981,903,14636,17,57.0,64.0,68.0,57.0,67.0
982,903,14636,8,0.0,76.0,81.0,76.0,
983,903,14636,7,0.0,75.0,74.0,89.0,
